gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,55,Yes,No,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),96.55,5281.4,No
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,100.16,1008.0,Yes
Female,0,Yes,No,67,Yes,No,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,63.71,4296.94,Yes
Male,0,No,Yes,39,Yes,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,81.77,3203.34,No
Male,0,No,No,13,Yes,No,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),71.8,953.06,No
Female,0,Yes,No,69,Yes,No,No,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),50.63,3503.51,No
Male,0,Yes,No,20,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,29.03,600.2,Yes
Female,0,Yes,No,37,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,91.3,3388.91,No
Female,0,Yes,No,11,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.94,411.05,Yes
Female,0,Yes,No,34,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,19.36,640.04,No
Male,0,No,Yes,9,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),75.44,695.28,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,84.22,151.43,Yes
Female,1,Yes,No,0,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,36.42,0.0,Yes
Female,1,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,114.59,6093.5,No
Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,78.22,1042.11,No
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),109.37,1180.96,Yes
Male,0,No,Yes,66,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),87.28,5777.47,No
Female,0,No,No,16,Yes,No,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,51.28,839.31,Yes
Male,1,No,Yes,56,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,50.68,2866.09,No
Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.17,6000.47,No
Female,0,Yes,No,46,No,No,No,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,98.17,4534.33,No
Male,0,Yes,Yes,58,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,36.02,2062.78,No
Female,1,Yes,No,23,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),91.5,2086.18,Yes
Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),66.25,971.41,No
Female,0,Yes,Yes,52,Yes,No phone service,No,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.16,2591.05,No
Male,0,Yes,No,35,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),88.8,3101.71,No
Female,0,No,No,19,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,63.59,1185.78,No
Male,0,Yes,No,62,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.45,5208.36,No
Female,0,Yes,Yes,13,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.26,800.23,No
Male,0,Yes,No,14,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,One year,Yes,Mailed check,71.09,1004.2,No
Female,1,Yes,Yes,63,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),23.39,1477.88,Yes
Male,0,Yes,No,12,Yes,No,No,No,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,77.18,952.6,No
Female,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.96,3353.0,No
Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,53.91,3067.14,Yes
Female,1,No,Yes,49,No,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,91.12,4458.6,No
Female,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,104.95,101.64,Yes
Male,1,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,44.12,1375.03,Yes
Male,1,Yes,No,28,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,62.61,1744.58,No
Female,1,No,No,70,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,112.03,7850.87,No
Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,42.8,3058.43,No
Female,0,No,Yes,28,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,106.45,3009.15,No
Female,0,No,No,62,No,No,DSL,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),64.61,3989.21,No
Male,0,No,No,2,Yes,No,No,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,60.71,104.74,Yes
Female,0,No,Yes,45,No,No,No,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),104.32,4723.16,No
Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),62.7,475.88,No
Female,0,Yes,No,19,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,49.71,938.82,Yes
Female,0,No,Yes,64,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),87.43,5605.08,No
Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),37.8,913.87,No
Female,1,Yes,Yes,50,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),57.45,2877.52,Yes
Male,0,Yes,No,27,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,40.6,1079.97,Yes
Female,1,No,No,50,Yes,No,DSL,No internet service,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.99,2166.92,No
Male,0,No,No,19,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),104.6,2017.2,No
Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.06,619.61,Yes
Male,0,No,Yes,5,Yes,No,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.7,103.03,Yes
Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,One year,Yes,Mailed check,77.81,2574.41,No
Female,0,Yes,Yes,31,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),46.33,1462.35,No
Male,1,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,55.23,1410.29,Yes
Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,113.08,4195.46,No
Female,0,No,No,63,Yes,No phone service,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.98,7357.19,Yes
Female,0,No,No,17,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),18.44,323.87,No
Female,1,No,No,14,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),119.24,1682.03,Yes
Female,0,Yes,Yes,42,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,60.07,2506.67,No
Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,55.3,2825.27,No
Male,0,Yes,Yes,48,No,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),74.15,3545.46,No
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.0,445.03,Yes
Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,20.45,1392.92,No
Male,0,Yes,Yes,39,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,25.96,1001.55,No
Male,0,Yes,No,26,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,97.27,2529.17,No
Male,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,117.23,6583.41,No
Male,0,No,Yes,55,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),116.4,6427.13,No
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),110.73,93.33,Yes
Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,54.27,3332.81,No
Male,0,Yes,No,33,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Electronic check,47.69,1546.84,No
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Mailed check,35.87,444.38,No
Female,0,Yes,No,72,Yes,No,No,No internet service,No,No,No,No,No,One year,No,Electronic check,44.79,3206.43,No
Male,0,Yes,Yes,57,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),30.2,1726.17,No
Female,1,No,Yes,66,Yes,No,No,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,50.75,3332.52,No
Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.16,2513.96,Yes
Female,0,No,No,5,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),54.97,302.21,Yes
Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),73.57,1676.7,Yes
Male,0,No,No,24,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,104.87,2503.15,No
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,No,Electronic check,71.1,1610.02,No
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No,Yes,No,No,No,Two year,Yes,Electronic check,76.81,601.53,Yes
Male,0,No,No,22,Yes,No phone service,No,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.56,1285.56,No
Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.44,2769.55,Yes
Male,0,No,No,59,Yes,No,No,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),72.34,4289.13,No
Female,1,Yes,No,18,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),22.77,429.49,Yes
Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Electronic check,39.41,385.36,No
Male,0,Yes,Yes,33,Yes,Yes,DSL,No,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),76.51,2504.23,No
Female,0,Yes,No,39,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),38.61,1492.19,Yes
Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),106.22,5100.82,Yes
Female,0,No,Yes,23,Yes,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,93.22,2137.72,No
Male,1,No,No,23,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,92.86,2115.44,Yes
Male,0,Yes,Yes,54,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,52.64,2836.61,No
Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),71.38,1193.15,No
Female,0,Yes,No,32,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.73,1786.57,Yes
Male,1,No,Yes,54,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),35.04,1892.74,No
Female,0,No,No,57,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,61.66,3525.89,No
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,102.44,7250.12,No
Male,0,No,No,6,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),36.44,229.28,No
Female,0,Yes,No,33,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,76.92,2537.02,No
Male,0,No,Yes,36,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,One year,No,Electronic check,107.19,3838.29,No
Female,0,No,Yes,40,Yes,No phone service,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,42.99,1690.35,Yes
Female,0,No,No,54,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),83.3,4476.7,No
Male,0,Yes,No,10,Yes,No,No,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),22.94,249.45,No
Female,0,No,No,15,No,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),90.32,1381.0,No
Female,1,Yes,Yes,41,Yes,No phone service,DSL,No,No,No,No,No internet service,No,One year,No,Mailed check,54.27,2218.3,No
Female,0,No,No,20,No,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,85.47,1719.64,No
Female,0,Yes,No,47,No,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,87.32,4126.78,No
Male,0,Yes,No,40,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.46,4378.06,No
Female,0,Yes,Yes,33,No,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),102.47,3377.51,Yes
Female,0,No,No,48,Yes,No,No,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),63.5,3066.37,Yes
Male,0,Yes,Yes,38,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,58.08,2189.39,Yes
Female,1,Yes,No,14,Yes,No,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,74.31,1032.1,Yes
Female,0,No,Yes,37,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),65.49,2442.04,No
Male,0,Yes,Yes,11,Yes,No,No,No,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),65.14,703.39,No
Male,0,No,No,56,Yes,No,No,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,33.06,1828.35,No
Female,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,112.7,5845.03,No
Male,0,No,No,70,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.17,7443.27,Yes
Male,0,No,Yes,0,Yes,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),53.13,0.0,Yes
Female,0,No,No,15,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),69.9,1052.1,No
Female,0,No,Yes,43,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,87.25,3729.27,Yes
Male,0,Yes,No,57,Yes,No,No,No,No,No,No,Yes,Yes,One year,No,Electronic check,97.19,5561.69,No
Female,0,Yes,No,5,Yes,Yes,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,109.02,543.82,Yes
Male,0,No,No,66,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.72,5188.87,No
Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),91.25,472.5,Yes
Male,0,No,No,31,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),63.74,1975.87,No
Male,0,No,No,43,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),68.33,2952.2,No
Male,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),51.95,3466.41,No
Female,0,No,No,6,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),70.45,401.42,Yes
Male,0,Yes,No,10,Yes,No,No,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),24.77,266.15,Yes
Male,0,Yes,Yes,56,Yes,No,No,No internet service,No,No,Yes,No,No,One year,Yes,Electronic check,82.41,4612.57,No
Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),102.1,3253.09,No
Male,0,No,Yes,61,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.33,1191.42,No
Female,0,No,No,54,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),64.24,3480.3,No
Female,0,No,Yes,54,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),24.7,1358.46,No
Female,0,Yes,Yes,58,Yes,Yes,No,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),48.86,2859.47,No
Male,0,No,Yes,12,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Electronic check,35.42,407.45,No
Female,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),19.04,587.86,Yes
Female,0,No,No,32,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,20.59,643.01,No
Male,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.67,132.17,Yes
Male,0,No,No,27,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,42.1,1123.95,No
Female,0,Yes,No,2,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.01,147.33,Yes
Female,0,Yes,Yes,7,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),27.34,166.39,No
Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),94.19,1881.0,No
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),22.0,973.46,Yes
Female,0,No,No,41,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),115.15,4742.71,No
Female,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),105.35,3049.81,No
Male,0,Yes,Yes,34,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),81.61,2790.26,No
Male,0,No,No,28,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,21.76,611.92,No
Male,0,No,No,53,No,No,Fiber optic,No,No,No internet service,No,No,No,Two year,No,Electronic check,113.0,5964.23,No
Female,0,Yes,Yes,48,Yes,No,No,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),115.52,5518.87,No
Male,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,116.57,6435.48,No
Male,0,Yes,No,52,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.53,3958.17,No
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,46.52,354.39,Yes
Male,1,No,Yes,0,No,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,21.5,0.0,Yes
Female,0,No,Yes,32,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,80.42,2593.63,No
Male,0,No,No,32,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,21.31,678.82,No
Female,0,Yes,No,48,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.31,1869.73,Yes
Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),65.07,4271.58,No
Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,43.39,3082.84,No
Male,0,No,No,3,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,65.71,196.49,Yes
Female,0,No,No,24,No,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),50.29,1177.27,No
Female,0,Yes,No,35,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,22.22,761.6,No
Male,0,No,No,43,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),53.39,2300.03,No
Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),96.41,934.99,Yes
Female,0,No,No,44,Yes,No,DSL,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Credit card (automatic),81.96,3604.8,No
Male,0,Yes,Yes,61,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,59.89,3634.0,Yes
Female,1,Yes,No,40,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,70.83,2862.91,No
Female,0,Yes,No,51,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,94.66,4803.52,No
Female,0,No,No,26,Yes,No,No,No,No,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),60.16,1535.13,No
Male,0,Yes,No,16,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,Two year,No,Mailed check,80.97,1298.07,No
Male,0,Yes,No,71,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,One year,No,Credit card (automatic),84.58,6007.18,No
Male,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),45.94,2499.01,No
Male,0,Yes,No,51,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),90.48,4643.07,No
Female,0,No,Yes,46,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,39.9,1824.2,No
Female,0,Yes,No,51,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.17,1303.17,No
Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),81.06,5022.97,No
Female,1,No,No,54,Yes,No,No,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),35.55,1940.15,No
Male,0,Yes,No,31,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.07,3191.25,No
Female,0,Yes,Yes,38,No,No,Fiber optic,No internet service,No,No,No,No,No internet service,One year,No,Electronic check,66.16,2534.43,No
Male,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),74.2,2762.89,No
Male,0,No,No,4,No,No,DSL,No,Yes,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),61.4,259.99,No
Male,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.9,524.61,Yes
Male,0,Yes,No,66,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.01,1172.68,Yes
Female,1,Yes,Yes,6,No,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Electronic check,55.86,340.56,Yes
Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.98,3785.3,No
Female,0,Yes,No,70,Yes,No,No,No,Yes,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),26.49,1839.34,No
Male,0,Yes,No,54,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,25.2,1364.09,Yes
Female,0,Yes,No,17,Yes,No,No,Yes,No,No,Yes,No,No internet service,Two year,No,Mailed check,28.17,482.53,No
Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),40.93,2659.71,Yes
Male,0,Yes,No,18,No,No,No,No internet service,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,96.02,1744.85,No
Male,0,Yes,Yes,15,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,101.81,1528.6,No
Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,45.36,806.71,No
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),113.86,702.23,Yes
Female,0,Yes,No,3,No,Yes,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),52.04,185.35,Yes
