gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,55,Yes,No phone service,No,Yes,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),98.87,5416.5,No
Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,81.75,1883.01,Yes
Male,0,Yes,No,48,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,93.37,4478.61,No
Female,1,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,103.58,2571.2,No
Male,0,No,No,41,Yes,No,DSL,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.17,1213.7,Yes
Female,0,Yes,No,30,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.83,1321.99,No
Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,115.23,2857.25,Yes
Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,43.6,2575.53,No
Female,0,Yes,Yes,12,No,No,DSL,No,Yes,No internet service,No,No internet service,No,One year,Yes,Electronic check,76.81,917.16,No
Female,0,Yes,No,66,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),119.33,7902.7,No
Female,0,Yes,Yes,63,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),21.39,1371.91,No
Male,1,Yes,No,21,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),22.96,463.57,No
Female,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,113.42,460.05,Yes
Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),23.76,754.21,Yes
Female,0,No,No,45,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),22.39,1000.68,No
Female,0,No,No,66,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),110.63,7318.1,No
Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.67,1324.84,No
Male,0,No,No,34,Yes,No,No,No,No,Yes,No internet service,Yes,No,Two year,No,Electronic check,22.72,794.08,No
Female,1,No,Yes,40,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),21.45,839.93,No
Male,0,No,Yes,31,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),39.64,1245.06,No
Male,0,Yes,No,7,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,One year,No,Mailed check,50.44,328.67,Yes
Female,1,No,Yes,55,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.56,4029.04,No
Male,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,101.15,5388.38,No
Female,0,No,No,44,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,No,Electronic check,58.42,2596.41,No
Female,0,Yes,No,59,No,No,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.21,3921.78,No
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),98.58,5334.76,Yes
Female,0,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),117.44,4572.23,Yes
Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,36.6,1406.21,No
Male,0,No,Yes,56,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,One year,No,Electronic check,34.03,1911.04,No
Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),109.22,4135.12,No
Female,1,No,Yes,26,Yes,Yes,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,117.78,3050.75,No
Male,1,Yes,Yes,62,No,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),113.13,7026.21,No
Male,0,No,Yes,22,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),19.4,397.54,No
Male,0,No,No,58,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.93,4734.02,No
Male,0,No,No,68,Yes,Yes,No,No,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),38.88,2637.2,No
Male,0,Yes,No,71,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Mailed check,118.4,8379.39,No
Female,0,Yes,No,10,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.31,1202.15,Yes
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.09,56.62,Yes
Female,0,No,No,65,Yes,No,No,Yes,No,No,No,No,Yes,One year,No,Electronic check,85.79,5592.03,No
Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,50.61,1013.66,Yes
Female,1,Yes,No,43,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),43.71,1887.55,Yes
Male,1,Yes,No,42,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,117.91,4940.81,Yes
Female,1,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,98.26,3311.36,No
Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,24.41,1050.18,No
Female,0,Yes,No,71,Yes,Yes,No,Yes,Yes,No internet service,No,No,No,One year,No,Electronic check,35.12,2476.26,No
Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),99.16,3650.29,Yes
Male,0,No,No,28,Yes,No phone service,No,No,No,No,No,Yes,No,One year,No,Credit card (automatic),119.52,3336.51,No
Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),25.98,1352.49,Yes
Female,0,No,No,57,No,No,DSL,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),72.4,4136.12,No
Female,0,Yes,No,27,No,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Two year,Yes,Electronic check,77.31,2065.22,No
Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,75.44,2282.9,No
Male,0,Yes,Yes,51,No,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,87.8,4464.81,No
Female,0,No,Yes,44,Yes,No,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,43.51,1887.67,No
Female,0,No,No,31,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,112.26,3456.35,No
Female,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.24,2499.86,No
Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),105.08,2014.37,No
Male,0,Yes,Yes,25,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,113.87,2873.68,No
Male,0,No,Yes,18,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.4,1819.6,No
Male,1,No,No,28,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),66.53,1857.15,No
Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),104.12,4462.97,Yes
Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,44.5,932.8,Yes
Male,0,No,Yes,16,Yes,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),49.03,800.34,No
Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,60.99,509.2,Yes
Female,0,Yes,No,3,Yes,No,No,No internet service,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),89.79,241.07,No
Female,0,No,No,44,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.75,3673.19,Yes
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,64.75,3698.19,No
Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,62.93,4290.63,Yes
Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),73.54,4870.18,No
Male,0,Yes,Yes,43,Yes,No,No,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,63.91,2764.88,No
Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),72.37,2367.86,Yes
Female,0,Yes,No,18,Yes,No,DSL,No internet service,Yes,No,No,No,No,One year,Yes,Credit card (automatic),18.48,350.49,No
Male,0,No,Yes,55,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,Yes,Mailed check,110.88,6111.57,No
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,70.17,1654.31,No
Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,Yes,Mailed check,22.12,1335.79,No
Male,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Two year,No,Credit card (automatic),86.39,3988.87,No
Male,0,Yes,No,29,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),34.82,1035.97,No
Female,0,Yes,No,9,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.59,507.49,Yes
Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.11,1727.19,Yes
Male,0,No,No,71,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),81.51,5796.55,No
Male,0,No,Yes,49,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,110.8,5432.55,No
Male,1,No,No,27,Yes,No,No,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.39,2789.49,No
Male,0,Yes,No,3,No,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,119.69,336.2,Yes
Male,0,Yes,No,60,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,27.46,1658.12,No
Female,1,Yes,Yes,59,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),20.27,1190.68,No
Female,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),117.47,444.96,No
Female,0,No,No,59,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,59.89,3529.0,No
Female,0,Yes,Yes,36,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,60.52,2168.91,Yes
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Two year,Yes,Electronic check,102.83,317.99,Yes
Female,0,No,No,1,Yes,No,No,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.64,47.39,Yes
Female,0,Yes,No,19,Yes,No,No,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.32,1921.87,No
Female,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,113.78,0.0,Yes
Female,0,No,Yes,32,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,75.75,2407.89,No
Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,No internet service,No,No,One year,No,Mailed check,105.06,7324.73,No
Female,0,No,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,51.12,1457.91,No
Female,0,Yes,No,27,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),101.22,2758.33,No
Female,1,Yes,Yes,24,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),37.98,926.84,Yes
Male,0,No,No,63,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.43,5004.35,No
Male,0,No,Yes,6,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,107.36,638.47,Yes
Male,0,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.41,113.16,Yes
Male,0,Yes,No,16,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),40.13,664.88,No
Female,1,Yes,No,1,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),37.48,17.0,Yes
Female,0,Yes,No,68,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),47.05,3218.83,No
Male,0,No,No,19,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Mailed check,89.75,1710.96,No
Female,0,No,No,58,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,26.88,1541.21,No
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),34.25,2312.58,No
Male,1,No,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.87,3104.03,No
Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.03,635.91,Yes
Female,0,No,Yes,68,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,116.89,7940.04,Yes
Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,81.25,3357.51,Yes
Female,0,Yes,No,44,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,108.31,4782.07,No
Female,0,No,Yes,57,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,55.42,3175.32,No
Female,0,No,No,15,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),21.11,315.68,Yes
Female,0,Yes,No,50,Yes,Yes,No,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,103.43,5179.8,No
Female,0,Yes,No,62,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.72,5252.56,No
Male,0,No,No,48,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),108.31,5198.6,No
Male,1,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),81.14,1712.72,No
Male,1,No,Yes,26,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,73.11,1875.07,No
Male,1,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,73.36,1807.92,No
Male,0,Yes,Yes,51,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,62.45,3210.52,No
Male,0,No,No,63,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,115.41,7266.53,No
Male,1,No,No,4,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),20.8,86.24,Yes
Male,0,Yes,Yes,7,Yes,No,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),56.23,398.18,Yes
Female,0,Yes,No,9,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No,Two year,No,Electronic check,71.22,632.27,Yes
Male,0,No,Yes,21,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,No,Electronic check,99.3,2098.42,No
Female,0,Yes,No,36,Yes,No,DSL,No,No internet service,No,No,No,No,One year,No,Bank transfer (automatic),22.86,845.33,No
Female,0,No,No,66,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),113.12,7463.76,No
Female,0,Yes,No,46,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,No,One year,No,Credit card (automatic),118.69,5484.66,No
Male,0,Yes,No,17,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),34.42,564.37,No
Female,0,Yes,No,4,No,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,106.37,432.09,Yes
Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,45.15,842.9,No
Female,0,Yes,No,70,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,101.32,7082.56,No
Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,Yes,Mailed check,64.6,1155.53,No
Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),95.73,1245.16,No
Male,0,No,No,40,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),118.28,4748.54,No
Male,0,No,No,63,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,77.65,4915.9,No
Female,1,Yes,No,56,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),78.95,4445.66,Yes
Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,64.18,4615.48,Yes
Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.03,1624.55,No
Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),84.03,4944.1,No
Male,0,No,No,48,Yes,No phone service,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,111.07,5322.47,No
Male,0,Yes,No,57,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),66.7,3802.59,No
Female,0,No,No,50,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.79,4825.61,No
Female,0,No,Yes,7,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),80.17,539.72,Yes
Male,1,No,No,38,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),83.29,3160.15,Yes
Female,1,Yes,No,39,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.44,2684.72,Yes
Male,0,Yes,Yes,50,Yes,No phone service,No,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),116.87,5844.47,No
Female,0,No,Yes,56,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,29.71,1657.94,Yes
Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),74.76,1892.88,No
Female,0,No,No,62,Yes,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,106.61,6632.51,No
Female,0,Yes,No,38,No,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,115.94,4393.24,No
Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Electronic check,85.8,1623.77,No
Male,0,No,Yes,20,Yes,No,No,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,77.72,1560.69,No
Male,0,Yes,No,48,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),70.62,3401.21,No
Female,0,Yes,Yes,44,No,Yes,No,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),23.57,1066.09,No
Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),67.75,3816.68,No
Male,0,No,No,48,Yes,No,No,Yes,No,No internet service,Yes,No,No,Two year,Yes,Mailed check,19.17,918.82,No
Male,1,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.54,1334.85,Yes
Female,0,No,Yes,30,Yes,No,DSL,No,No,No internet service,No,No,No,One year,Yes,Electronic check,108.79,3264.72,No
Male,0,No,No,21,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),98.38,2083.45,No
Male,0,No,No,52,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.98,2164.73,Yes
Male,0,No,Yes,56,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),60.42,3379.57,No
Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Mailed check,24.68,123.69,Yes
Male,0,No,Yes,22,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),42.94,922.39,Yes
Male,0,Yes,No,19,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),38.05,742.27,No
Male,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,91.9,3577.53,No
Male,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,54.4,828.32,No
Female,0,Yes,No,43,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,106.46,4549.89,Yes
Male,1,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.95,1339.73,No
Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,104.17,5205.14,No
Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,108.54,5958.62,No
Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.1,2490.11,No
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),116.48,4104.97,Yes
Female,0,Yes,No,33,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),90.59,3013.14,No
Male,0,No,No,46,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),23.91,1114.48,No
Female,0,No,Yes,17,Yes,No,No,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,28.76,477.99,Yes
Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,106.91,3181.74,Yes
Female,0,No,No,45,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),31.98,1431.94,No
Female,0,Yes,No,3,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),55.18,146.78,Yes
Female,0,Yes,No,47,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Two year,No,Electronic check,69.41,3235.45,No
Male,0,Yes,No,45,Yes,No,No,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),74.33,3361.77,No
Male,0,Yes,No,44,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),115.23,5058.17,Yes
Male,0,No,No,13,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,54.92,703.49,No
Male,0,No,Yes,23,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,30.68,728.44,No
Male,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),40.86,2091.63,No
Male,0,No,No,19,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,111.83,2116.46,No
Female,0,No,No,70,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,24.74,1745.92,No
Male,0,No,No,33,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),64.94,2140.66,Yes
Female,0,No,Yes,16,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,48.51,751.38,No
Male,0,No,Yes,7,Yes,No phone service,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,51.77,372.76,Yes
Male,1,No,No,4,Yes,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,73.74,268.39,Yes
Male,0,No,No,41,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,90.74,3708.95,No
Female,0,No,No,9,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,34.6,289.67,Yes
Male,0,No,No,72,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),113.74,8164.82,No
Female,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),44.57,1825.06,No
